clientId,flancerId,rating,projectSkills,projectType
CL1444,FL6387,4,"['css', 'translation', 'editing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL885,FL1860,5,"['branding', 'c++']",Designing RESTful APIs and microservices for SaaS solutions.
CL974,FL565,4,"['django', 'react', 'bim', 'creative-writing']",Building a secure mobile banking app for Android and iOS.
CL1359,FL4293,4,"['chatbot', 'node']",Implementing CI/CD pipelines for enterprise web applications.
CL1960,FL7626,4,"['storyboarding', 'html', 'payroll', 'lead-generation']",Implementing CI/CD pipelines for enterprise web applications.
CL1155,FL5969,5,"['mechanical-engineering', 'angular', 'photoshop']",Migrating legacy systems to AWS cloud infrastructure.
CL1954,FL585,5,"['financial-analysis', 'swift', 'flask']",Migrating legacy systems to AWS cloud infrastructure.
CL1998,FL3667,4,"['chatbot', 'deep-learning', 'data-entry']",Building a secure mobile banking app for Android and iOS.
CL777,FL9194,1,"['resume-writing', 'creative-writing', 'branding']",Migrating legacy systems to AWS cloud infrastructure.
CL98,FL4737,3,"['go', 'adobe-xd', 'blog-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1897,FL6543,2,"['data-annotation', 'spark']",Migrating legacy systems to AWS cloud infrastructure.
CL1384,FL8001,3,"['llm', 'javascript', 'calendar-management']",Building a secure mobile banking app for Android and iOS.
CL466,FL7650,3,"['tax-preparation', 'azure', 'swift']",Building a secure mobile banking app for Android and iOS.
CL1659,FL6647,5,"['video-editing', 'creative-writing', 'keras']",Training deep learning models for medical image classification.
CL1128,FL3968,2,"['calendar-management', 'live-chat-support']",Migrating legacy systems to AWS cloud infrastructure.
CL1478,FL6608,2,"['illustrator', 'ruby', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL100,FL519,1,"['autocad', 'animation', 'data-annotation']",Implementing CI/CD pipelines for enterprise web applications.
CL267,FL2450,5,"['editing', 'localization', 'bookkeeping']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1113,FL7396,3,"['nlp', 'etl']",Building an NLP-based resume screening tool for HR automation.
CL21,FL7777,1,"['machine-learning', 'proofreading', 'llm']",Implementing CI/CD pipelines for enterprise web applications.
CL787,FL3194,3,"['aws', 'seo']",Migrating legacy systems to AWS cloud infrastructure.
CL1528,FL2969,4,"['javascript', '3d-rendering']",Designing RESTful APIs and microservices for SaaS solutions.
CL1828,FL5754,4,"['java', 'ppc', '3d-rendering', 'calendar-management']",Implementing CI/CD pipelines for enterprise web applications.
CL661,FL4104,3,"['crm-support', 'data-annotation', 'node', 'quickbooks', 'php']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1873,FL311,2,"['gcp', 'branding', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.
CL1608,FL6374,5,"['node', 'resume-writing', 'javascript', 'go']",Developing a scalable e-commerce platform with integrated payment gateways.
CL922,FL2100,3,"['etl', 'linux', 'angular', 'chatbot']",Implementing CI/CD pipelines for enterprise web applications.
CL1869,FL7707,3,"['chatbot', 'kubernetes']",Building a secure mobile banking app for Android and iOS.
CL1282,FL7687,3,"['swift', 'javascript', 'react', 'order-processing', 'solidworks']",Implementing CI/CD pipelines for enterprise web applications.
CL1703,FL3261,4,"['revit', 'nosql', 'ruby']",Building a secure mobile banking app for Android and iOS.
CL317,FL8930,2,"['calendar-management', 'adobe-xd', 'payroll']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1307,FL7785,4,"['typescript', 'ppc', 'excel', 'c#', 'python']",Developing a scalable e-commerce platform with integrated payment gateways.
CL859,FL4871,4,"['cv', 'smm']",Designing RESTful APIs and microservices for SaaS solutions.
CL1710,FL2942,4,"['video-editing', 'swift', 'localization', 'nlp', 'cv']",Designing RESTful APIs and microservices for SaaS solutions.
CL1319,FL5451,3,"['proofreading', 'speech-recognition']",Implementing CI/CD pipelines for enterprise web applications.
CL1212,FL1113,2,"['nlp', 'payroll']",Migrating legacy systems to AWS cloud infrastructure.
CL561,FL8471,3,"['localization', 'python']",Building a secure mobile banking app for Android and iOS.
CL1265,FL7402,5,"['rust', 'virtual-assistant', 'node']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1806,FL2075,3,"['video-editing', 'translation', 'live-chat-support']",Migrating legacy systems to AWS cloud infrastructure.
CL689,FL5866,1,"['calendar-management', 'translation', 'indesign', 'ocr', 'javascript']",Building a secure mobile banking app for Android and iOS.
CL1068,FL9251,1,"['virtual-assistant', 'lead-generation']",Designing RESTful APIs and microservices for SaaS solutions.
CL476,FL3719,1,"['nlp', 'technical-writing', '3d-rendering']",Implementing CI/CD pipelines for enterprise web applications.
CL1454,FL5170,1,"['tensorflow', 'flask']",Implementing CI/CD pipelines for enterprise web applications.
CL503,FL8331,3,"['tax-preparation', 'photoshop', 'solidworks']",Migrating legacy systems to AWS cloud infrastructure.
CL1626,FL5597,2,"['nlp', 'nosql']",Migrating legacy systems to AWS cloud infrastructure.
CL365,FL8045,4,"['revit', 'pytorch', 'ocr', 'node']",Implementing CI/CD pipelines for enterprise web applications.
CL619,FL1096,5,"['email-marketing', 'kubernetes', 'c#', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL840,FL3493,1,"['video-editing', 'etl']",Designing RESTful APIs and microservices for SaaS solutions.
CL741,FL4968,5,"['quickbooks', 'financial-analysis', 'go']",Implementing CI/CD pipelines for enterprise web applications.
CL517,FL3582,5,"['bookkeeping', 'calendar-management']",Designing RESTful APIs and microservices for SaaS solutions.
CL1415,FL3463,3,"['typescript', 'email-marketing', 'php', 'rust', 'spark']",Developing a scalable e-commerce platform with integrated payment gateways.
CL901,FL9819,3,"['chatbot', 'quickbooks', 'keras', 'typescript']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1870,FL6127,1,"['bash', 'seo', 'autocad']",Developing lead generation strategies using CRM tools.
CL840,FL5832,1,"['etl', 'python', 'devops', 'data-entry']",Implementing CI/CD pipelines for enterprise web applications.
CL1588,FL5849,4,"['typescript', 'civil-engineering', 'pytorch']",Developing a scalable e-commerce platform with integrated payment gateways.
CL622,FL273,5,"['bim', 'speech-recognition']",Implementing CI/CD pipelines for enterprise web applications.
CL839,FL9099,4,"['gcp', 'nlp']",Developing a scalable e-commerce platform with integrated payment gateways.
CL143,FL5204,4,"['data-entry', 'copywriting', 'azure', 'gcp']",Migrating legacy systems to AWS cloud infrastructure.
CL1192,FL6332,1,"['swift', 'lead-generation']",Building a secure mobile banking app for Android and iOS.
CL865,FL1472,1,"['affiliate-marketing', 'java']",Migrating legacy systems to AWS cloud infrastructure.
CL1612,FL4251,4,"['tax-preparation', 'storyboarding', 'blog-writing']",Building a secure mobile banking app for Android and iOS.
CL588,FL1529,2,"['order-processing', 'java', 'seo']",Implementing CI/CD pipelines for enterprise web applications.
CL865,FL9781,5,"['translation', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.
CL45,FL1081,3,"['market-research', 'tensorflow', 'data-annotation']",Building a secure mobile banking app for Android and iOS.
CL1405,FL8390,2,"['ruby', 'seo']",Designing RESTful APIs and microservices for SaaS solutions.
CL1910,FL919,1,"['crm-support', 'content-marketing', 'customer-support']",Implementing CI/CD pipelines for enterprise web applications.
CL547,FL5368,2,"['customer-support', 'ruby']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1250,FL2517,4,"['rust', 'email-marketing', 'grant-writing', 'customer-support']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1297,FL2855,5,"['ruby', 'django', 'aws', 'docker', 'pytorch']",Migrating legacy systems to AWS cloud infrastructure.
CL523,FL30,1,"['flask', 'spark']",Implementing CI/CD pipelines for enterprise web applications.
CL1474,FL8167,1,"['flask', 'autocad', 'indesign']",Designing RESTful APIs and microservices for SaaS solutions.
CL1961,FL205,2,"['quickbooks', 'calendar-management', 'typescript']",Designing RESTful APIs and microservices for SaaS solutions.
CL341,FL4564,2,"['virtual-assistant', 'ocr', 'swift']",Designing RESTful APIs and microservices for SaaS solutions.
CL1738,FL9230,3,"['pytorch', 'figma']",Migrating legacy systems to AWS cloud infrastructure.
CL990,FL42,2,"['tensorflow', 'animation', 'azure', 'tax-preparation', 'nlp']",Designing RESTful APIs and microservices for SaaS solutions.
CL36,FL6900,5,"['linux', 'email-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL701,FL3864,3,"['data-entry', 'quickbooks', 'virtual-assistant']",Offering bilingual customer support via live chat and phone.
CL1724,FL2253,2,"['bash', 'market-research', 'storyboarding']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1098,FL6250,3,"['rust', 'payroll', 'nlp', '3d-modeling']",Implementing CI/CD pipelines for enterprise web applications.
CL1172,FL6523,4,"['nlp', 'deep-learning', 'php', 'swift']",Developing a scalable e-commerce platform with integrated payment gateways.
CL445,FL4063,1,"['kubernetes', 'llm']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1707,FL6324,2,"['civil-engineering', 'data-annotation', 'c#']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1538,FL8115,1,"['blog-writing', 'bookkeeping', 'mechanical-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL773,FL6310,5,"['keras', 'illustrator']",Developing computer vision models for automated quality inspection.
CL1629,FL3873,3,"['email-marketing', 'llm', 'market-research', 'nosql', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1282,FL119,4,"['seo', 'customer-support', 'node', 'rust', 'calendar-management']",Developing a scalable e-commerce platform with integrated payment gateways.
CL859,FL1449,4,"['cv', 'css']",Building a secure mobile banking app for Android and iOS.
CL741,FL3585,2,"['autocad', 'figma', 'crm']",Building a secure mobile banking app for Android and iOS.
CL892,FL9649,4,"['django', 'market-research']",Implementing CI/CD pipelines for enterprise web applications.
CL277,FL6332,1,"['lead-generation', 'swift', 'solidworks', 'ppc', 'figma']",Implementing CI/CD pipelines for enterprise web applications.
CL1431,FL3978,5,"['mechanical-engineering', 'data-annotation']",Implementing CI/CD pipelines for enterprise web applications.
CL1060,FL603,3,"['java', 'solidworks', 'logo-design', 'speech-recognition']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1181,FL3773,3,"['3d-rendering', 'indesign', 'html']",Migrating legacy systems to AWS cloud infrastructure.
CL1242,FL5864,5,"['email-marketing', 'bim', 'prompt-engineering']",Migrating legacy systems to AWS cloud infrastructure.
CL1280,FL2938,1,"['data-annotation', 'llm', 'resume-writing', 'grant-writing', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.
CL1097,FL5025,1,"['illustrator', 'order-processing', 'figma']",Creating UX/UI prototypes for a mobile health app using Figma.
CL1735,FL9277,4,"['kubernetes', 'docker', '3d-rendering']",Designing RESTful APIs and microservices for SaaS solutions.
CL1130,FL3851,5,"['creative-writing', 'react', 'ui-ux', 'indesign', '3d-modeling']",Implementing CI/CD pipelines for enterprise web applications.
CL689,FL1265,1,"['grant-writing', 'ppc', 'data-annotation', 'rust', 'email-marketing']",Building a secure mobile banking app for Android and iOS.
CL1338,FL2833,4,"['data-annotation', 'creative-writing', 'machine-learning', 'ocr']",Migrating legacy systems to AWS cloud infrastructure.
CL1390,FL9234,1,"['kubernetes', 'html', 'illustrator', 'azure', 'indesign']",Migrating legacy systems to AWS cloud infrastructure.
CL816,FL410,2,"['chatbot', 'civil-engineering', 'customer-support', 'machine-learning']",Migrating legacy systems to AWS cloud infrastructure.
CL1581,FL1174,5,"['c++', 'c#', 'logo-design', 'seo']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1990,FL521,3,"['angular', 'prompt-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL1071,FL1458,1,"['bim', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL1,FL7491,1,"['prompt-engineering', 'data-entry', 'crm-support', 'php']",Migrating legacy systems to AWS cloud infrastructure.
CL117,FL3433,3,"['proofreading', 'keras']",Designing RESTful APIs and microservices for SaaS solutions.
CL1471,FL6303,3,"['technical-writing', 'tax-preparation', 'node']",Building a secure mobile banking app for Android and iOS.
CL1248,FL395,3,"['chatbot', 'typescript', 'etl']",Implementing CI/CD pipelines for enterprise web applications.
CL512,FL3845,4,"['customer-support', 'calendar-management', 'seo', 'deep-learning']",Building a secure mobile banking app for Android and iOS.
CL355,FL7068,4,"['gcp', 'docker']",Migrating legacy systems to AWS cloud infrastructure.
CL478,FL1084,4,"['ppc', 'ui-ux', 'content-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL1910,FL1499,5,"['nosql', 'revit']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1698,FL9680,4,"['calendar-management', 'bim', 'copywriting', 'javascript']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1079,FL2469,3,"['blog-writing', 'calendar-management', 'customer-support', 'excel', '3d-rendering']",Migrating legacy systems to AWS cloud infrastructure.
CL1847,FL2383,1,"['go', 'branding', 'ruby', 'flask']",Building a secure mobile banking app for Android and iOS.
CL1824,FL4131,3,"['excel', 'live-chat-support', 'editing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1738,FL7510,2,"['typescript', 'adobe-xd', 'data-entry', 'rust', 'bookkeeping']",Migrating legacy systems to AWS cloud infrastructure.
CL764,FL9483,4,"['bookkeeping', 'c#', 'azure']",Building a secure mobile banking app for Android and iOS.
CL707,FL5840,1,"['animation', 'excel', 'figma', 'lead-generation']",Migrating legacy systems to AWS cloud infrastructure.
