flancerId,skills,favouriteProject,rating,experience
FL5750,"['proofreading', 'affiliate-marketing', 'storyboarding', 'translation', 'aws']",Developing a scalable e-commerce platform with integrated payment gateways.,3.5,5
FL5751,"['ruby', 'flask', 'gcp', 'virtual-assistant', 'devops']",Implementing CI/CD pipelines for enterprise web applications.,4.2,13
FL5752,"['speech-recognition', 'cv', 'content-marketing', 'creative-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,1
FL5753,"['chatbot', 'proofreading', 'html', 'ocr', 'java', 'django', 'llm']",Implementing CI/CD pipelines for enterprise web applications.,5.0,3
FL5754,"['calendar-management', 'ppc', '3d-rendering', 'java', 'rust']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,2
FL5755,"['tax-preparation', 'css', 'go', 'smm', 'php', 'proofreading', 'affiliate-marketing']",Building a secure mobile banking app for Android and iOS.,4.1,8
FL5756,"['copywriting', 'civil-engineering', 'angular', 'order-processing', 'ocr', '3d-rendering']",Implementing CI/CD pipelines for enterprise web applications.,3.5,9
FL5757,"['3d-modeling', 'localization', 'angular', 'bookkeeping']",Developing a scalable e-commerce platform with integrated payment gateways.,4.6,8
FL5758,"['php', 'sql', 'localization']",Designing RESTful APIs and microservices for SaaS solutions.,4.0,10
FL5759,"['photoshop', 'content-marketing', 'javascript', 'editing', 'swift', 'docker', 'sql']",Migrating legacy systems to AWS cloud infrastructure.,3.8,0
FL5760,"['llm', 'azure', 'financial-analysis', 'technical-writing', 'bookkeeping']",Building a secure mobile banking app for Android and iOS.,4.8,5
FL5761,"['order-processing', 'javascript', 'sql', 'django', 'data-entry']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,6
FL5762,"['customer-support', 'prompt-engineering', 'java', 'localization', 'llm']",Migrating legacy systems to AWS cloud infrastructure.,4.6,9
FL5763,"['etl', 'speech-recognition', 'grant-writing']",Implementing CI/CD pipelines for enterprise web applications.,3.5,1
FL5764,"['gcp', 'keras', 'resume-writing', 'technical-writing']",Implementing CI/CD pipelines for enterprise web applications.,3.2,13
FL5765,"['indesign', 'seo', 'go', 'order-processing', 'bash', '3d-rendering']",Designing RESTful APIs and microservices for SaaS solutions.,4.3,10
FL5766,"['typescript', 'ocr', 'c++']",Migrating legacy systems to AWS cloud infrastructure.,4.0,15
FL5767,"['ruby', 'translation', 'ppc', 'deep-learning', 'llm', 'tax-preparation', 'revit']",Migrating legacy systems to AWS cloud infrastructure.,4.6,0
FL5768,"['flask', 'creative-writing', 'typescript', 'video-editing', 'tensorflow', 'linux', 'autocad']",Designing RESTful APIs and microservices for SaaS solutions.,4.1,6
FL5769,"['solidworks', 'smm', 'civil-engineering', 'java', 'etl', 'indesign', 'photoshop']",Migrating legacy systems to AWS cloud infrastructure.,4.3,5
FL5770,"['market-research', 'aws', 'illustrator']",Building a secure mobile banking app for Android and iOS.,3.1,2
FL5771,"['chatbot', 'aws', 'swift', 'sql', 'react', 'market-research', 'creative-writing']",Implementing CI/CD pipelines for enterprise web applications.,5.0,1
FL5772,"['copywriting', 'smm', '3d-modeling', 'content-marketing', 'react']",Designing RESTful APIs and microservices for SaaS solutions.,4.1,4
FL5773,"['blog-writing', 'calendar-management', 'gcp', 'go', 'angular', 'css', 'kubernetes']",Designing RESTful APIs and microservices for SaaS solutions.,4.7,14
FL5774,"['copywriting', 'cv', 'go', 'figma', 'affiliate-marketing']",Designing RESTful APIs and microservices for SaaS solutions.,3.6,5
FL5775,"['payroll', 'java', 'php', 'logo-design']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,12
FL5776,"['crm', 'editing', 'lead-generation', 'nosql', 'customer-support', 'excel']",Migrating legacy systems to AWS cloud infrastructure.,3.3,8
FL5777,"['market-research', 'financial-analysis', 'devops', 'photoshop', 'chatbot', 'ui-ux', 'ppc']",Developing a scalable e-commerce platform with integrated payment gateways.,4.5,6
FL5778,"['deep-learning', 'localization', 'logo-design', 'lead-generation', 'nlp', 'revit']",Building a secure mobile banking app for Android and iOS.,4.0,3
FL5779,"['speech-recognition', 'angular', 'smm', 'figma', 'devops']",Building a secure mobile banking app for Android and iOS.,4.2,14
FL5780,"['prompt-engineering', 'payroll', 'proofreading', 'translation', 'docker']",Building a secure mobile banking app for Android and iOS.,4.7,4
FL5781,"['quickbooks', 'calendar-management', 'localization', 'html', 'civil-engineering', 'nosql']",Designing RESTful APIs and microservices for SaaS solutions.,3.3,11
FL5782,"['sql', 'nosql', 'speech-recognition']",Implementing CI/CD pipelines for enterprise web applications.,3.7,15
FL5783,"['angular', 'technical-writing', 'illustrator', 'react']",Building a secure mobile banking app for Android and iOS.,4.5,14
FL5784,"['deep-learning', 'logo-design', 'content-marketing', 'go', 'quickbooks', 'branding']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,13
FL5785,"['java', 'calendar-management', 'technical-writing', 'typescript', 'affiliate-marketing', 'php', 'javascript']",Designing RESTful APIs and microservices for SaaS solutions.,4.1,7
FL5786,"['seo', 'chatbot', 'revit', 'css', 'devops']",Implementing CI/CD pipelines for enterprise web applications.,4.6,10
FL5787,"['storyboarding', 'html', 'keras', 'order-processing', 'prompt-engineering', 'illustrator', 'photoshop']",Migrating legacy systems to AWS cloud infrastructure.,4.1,7
FL5788,"['technical-writing', 'localization', 'kubernetes', 'keras']",Building a secure mobile banking app for Android and iOS.,5.0,11
FL5789,"['machine-learning', 'chatbot', 'smm', 'html']",Building a secure mobile banking app for Android and iOS.,3.0,2
FL5790,"['ui-ux', 'bim', 'market-research', 'editing', 'bookkeeping']",Migrating legacy systems to AWS cloud infrastructure.,4.3,12
FL5791,"['translation', 'technical-writing', 'python', 'bookkeeping']",Migrating legacy systems to AWS cloud infrastructure.,3.1,5
FL5792,"['payroll', 'docker', 'ppc', 'django', 'photoshop']",Developing a scalable e-commerce platform with integrated payment gateways.,2.4,12
FL5793,"['mechanical-engineering', 'autocad', 'creative-writing', 'order-processing']",Implementing CI/CD pipelines for enterprise web applications.,4.4,14
FL5794,"['lead-generation', 'logo-design', 'bim', 'etl', 'ruby']",Implementing CI/CD pipelines for enterprise web applications.,4.3,0
FL5795,"['solidworks', 'resume-writing', 'illustrator', 'quickbooks']",Creating UX/UI prototypes for a mobile health app using Figma.,4.0,15
FL5796,"['copywriting', 'autocad', 'etl', 'video-editing', 'editing', 'flask', 'localization']",Migrating legacy systems to AWS cloud infrastructure.,4.1,3
FL5797,"['kubernetes', 'devops', 'bim', 'localization', 'machine-learning', 'django', 'mechanical-engineering']",Migrating legacy systems to AWS cloud infrastructure.,5.0,7
FL5798,"['creative-writing', 'revit', 'python', 'animation']",Migrating legacy systems to AWS cloud infrastructure.,4.0,11
FL5799,"['solidworks', 'data-entry', 'pytorch', '3d-rendering']",Providing virtual assistant services including calendar and email management.,4.6,11
FL5800,"['ui-ux', 'branding', 'machine-learning', 'javascript', 'technical-writing']",Designing RESTful APIs and microservices for SaaS solutions.,3.7,5
FL5801,"['translation', 'editing', 'tensorflow', 'node', 'nlp']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,1
FL5802,"['illustrator', '3d-modeling', 'swift', 'c#']",Migrating legacy systems to AWS cloud infrastructure.,4.0,5
FL5803,"['kubernetes', 'seo', 'market-research', 'spark', 'chatbot', 'tax-preparation', 'prompt-engineering']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,0
FL5804,"['smm', 'data-entry', 'technical-writing', 'photoshop', 'adobe-xd']",Implementing CI/CD pipelines for enterprise web applications.,5.0,3
FL5805,"['affiliate-marketing', 'data-entry', 'mechanical-engineering', 'seo', 'quickbooks', 'gcp']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,6
FL5806,"['adobe-xd', 'css', 'editing', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.,4.3,13
FL5807,"['speech-recognition', 'indesign', 'llm', 'order-processing', 'php', 'prompt-engineering', 'copywriting']",Implementing CI/CD pipelines for enterprise web applications.,2.6,1
FL5808,"['translation', 'devops', 'php', 'c++', 'localization', 'bash', 'adobe-xd']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,14
FL5809,"['proofreading', 'customer-support', 'quickbooks', 'bookkeeping']",Conducting financial analysis and budgeting for a startup.,5.0,12
FL5810,"['tax-preparation', 'ruby', 'animation', 'php', 'react', 'typescript']",Migrating legacy systems to AWS cloud infrastructure.,4.0,0
FL5811,"['llm', 'indesign', 'rust', 'sql', 'market-research', 'linux', 'animation']",Migrating legacy systems to AWS cloud infrastructure.,5.0,0
FL5812,"['php', 'revit', '3d-modeling', 'ocr']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,1
FL5813,"['deep-learning', 'tax-preparation', 'content-marketing', 'localization', 'node', 'order-processing', 'django']",Implementing CI/CD pipelines for enterprise web applications.,4.4,7
FL5814,"['quickbooks', 'civil-engineering', 'swift', 'solidworks', 'go']",Migrating legacy systems to AWS cloud infrastructure.,3.6,3
FL5815,"['mechanical-engineering', 'autocad', 'flask']",Implementing CI/CD pipelines for enterprise web applications.,2.5,13
FL5816,"['photoshop', 'seo', 'devops', 'docker']",Designing RESTful APIs and microservices for SaaS solutions.,4.7,8
FL5817,"['speech-recognition', 'ocr', 'react', 'llm', 'python']",Designing RESTful APIs and microservices for SaaS solutions.,3.6,10
FL5818,"['crm-support', 'photoshop', 'kubernetes', 'linux', 'localization', 'figma']",Developing a scalable e-commerce platform with integrated payment gateways.,4.3,3
FL5819,"['creative-writing', 'ocr', 'editing']",Implementing CI/CD pipelines for enterprise web applications.,3.3,2
FL5820,"['photoshop', '3d-rendering', 'logo-design']",Developing a scalable e-commerce platform with integrated payment gateways.,4.0,1
FL5821,"['indesign', 'python', 'llm', 'logo-design']",Designing RESTful APIs and microservices for SaaS solutions.,4.2,0
FL5822,"['copywriting', 'nlp', 'crm-support']",Building a secure mobile banking app for Android and iOS.,4.4,6
FL5823,"['bookkeeping', 'live-chat-support', 'sql', 'bim', 'photoshop', 'gcp', 'ocr']",Building a secure mobile banking app for Android and iOS.,3.4,2
FL5824,"['logo-design', 'indesign', 'order-processing']",Implementing CI/CD pipelines for enterprise web applications.,5.0,9
FL5825,"['market-research', 'swift', 'docker', 'react', 'seo']",Building a secure mobile banking app for Android and iOS.,3.8,1
FL5826,"['solidworks', 'machine-learning', 'kubernetes', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.,3.0,6
FL5827,"['cv', 'pytorch', 'java', 'email-marketing', 'react']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,0
FL5828,"['bash', 'crm-support', 'proofreading', 'branding', 'c#', 'keras']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,11
FL5829,"['storyboarding', 'seo', 'copywriting']",Planning and executing a multi-channel digital marketing campaign.,4.3,8
FL5830,"['ui-ux', 'angular', 'swift', 'financial-analysis', 'typescript', 'aws', 'content-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,8
FL5831,"['localization', 'speech-recognition', 'figma', 'pytorch', 'javascript', 'bash']",Designing RESTful APIs and microservices for SaaS solutions.,4.0,5
FL5832,"['data-entry', 'devops', 'linux', 'python', 'etl']",Designing RESTful APIs and microservices for SaaS solutions.,4.1,2
FL5833,"['quickbooks', 'etl', 'html', 'creative-writing', 'virtual-assistant']",Building a secure mobile banking app for Android and iOS.,3.4,4
FL5834,"['copywriting', 'animation', 'blog-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.8,3
FL5835,"['logo-design', 'calendar-management', 'seo', 'bash']",Building a secure mobile banking app for Android and iOS.,4.3,1
FL5836,"['css', 'lead-generation', 'angular', 'mechanical-engineering', 'gcp']",Building a secure mobile banking app for Android and iOS.,3.9,2
FL5837,"['customer-support', 'llm', 'tensorflow', 'html']",Migrating legacy systems to AWS cloud infrastructure.,2.9,5
FL5838,"['rust', 'bash', 'crm', 'pytorch', 'customer-support']",Implementing CI/CD pipelines for enterprise web applications.,5.0,4
FL5839,"['resume-writing', 'angular', 'affiliate-marketing', 'deep-learning']",Building a secure mobile banking app for Android and iOS.,3.3,1
FL5840,"['lead-generation', 'excel', 'animation', 'figma']",Building a secure mobile banking app for Android and iOS.,3.8,6
FL5841,"['data-entry', 'virtual-assistant', 'cv', 'kubernetes', '3d-rendering', 'resume-writing', 'figma']",Designing RESTful APIs and microservices for SaaS solutions.,4.5,0
FL5842,"['swift', 'c#', 'proofreading', 'video-editing']",Building a secure mobile banking app for Android and iOS.,3.4,3
FL5843,"['resume-writing', 'video-editing', 'quickbooks', 'keras', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.,3.2,1
FL5844,"['speech-recognition', 'c++', 'data-annotation', 'css', 'cv', 'tax-preparation', 'creative-writing']",Implementing CI/CD pipelines for enterprise web applications.,2.7,3
FL5845,"['data-entry', 'c#', 'speech-recognition', 'aws', 'resume-writing']",Migrating legacy systems to AWS cloud infrastructure.,4.7,6
FL5846,"['crm', 'bash', 'sql', 'css', 'crm-support', 'html']",Implementing CI/CD pipelines for enterprise web applications.,3.8,8
FL5847,"['pytorch', 'market-research', 'localization', 'autocad', 'angular']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,3
FL5848,"['market-research', 'aws', 'crm']",Building a secure mobile banking app for Android and iOS.,3.5,0
FL5849,"['typescript', 'civil-engineering', 'pytorch']",Building a secure mobile banking app for Android and iOS.,3.6,12
FL5850,"['payroll', 'affiliate-marketing', 'autocad', 'machine-learning', 'editing', 'animation', 'data-annotation']",Implementing CI/CD pipelines for enterprise web applications.,3.8,6
FL5851,"['llm', 'machine-learning', 'customer-support', 'photoshop', '3d-modeling', 'python']",Implementing CI/CD pipelines for enterprise web applications.,4.4,4
FL5852,"['animation', 'photoshop', '3d-rendering', 'css']",Building a secure mobile banking app for Android and iOS.,3.9,15
FL5853,"['sql', 'docker', 'python', 'resume-writing', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.6,6
FL5854,"['proofreading', 'customer-support', 'php', 'affiliate-marketing', 'bookkeeping', 'kubernetes']",Building a secure mobile banking app for Android and iOS.,3.5,4
FL5855,"['payroll', 'data-entry', 'order-processing', 'deep-learning', 'python', 'ocr', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.,3.2,7
FL5856,"['nosql', '3d-modeling', 'c++', 'gcp', 'animation']",Designing RESTful APIs and microservices for SaaS solutions.,2.9,10
